singer,title,lyric,genre
코요태,Passion,"It's on and bump it
It's on and bump it
It's on and bump it
get ready to ride yeah
It's on and bump it baby
come on and bump it baby
It's on and bump it baby
come on and bump it baby
people in the house lets go
아련히 기억에 멀어지던
너를 다시 볼수 있어
행복했었어
하지만 나 멀리서 너만을
하염없이 보고 말았지
우리 헤어지고 나의 일기 속에
너의 이름으로 채운적도 많았고
매일 밤 나의 옷깃을
적시며 너의 이름
부른 적 많았어
Get ready it`s on
영원히 나와 같이 있을거라던
그런날들은 이제 모두
Done Done
그런 넌 넌 내겐 모든 것이였던
떠나버린 넌 너무나 멀어진
넌 왜 날 떠나갔나
오직 너를 위해 살아온 나
왜 나를 잊으려고 하나
너와나
uh why you gotta leave
me now
가슴에 너를 묻어 버리고
기억에서 너를 지웠었는데
다시 흔들리는 나를 어떻게
해야 해
우리 다시는 헤어지지 말자고
우리 사랑 포기하지 말자고
말하고 싶어 너를 내게
돌리고 싶어 나만을 안아줘
이대로 나를 잊어줘 문득
떠오르는 나의 모습 지워줘
힘들어도 다신 네곁에 갈순
없잖아 날 용서해
그저 행복했던 날들 너를
위해 살아온
나는 절대 너를 원망하지 않아
이젠 다시 나를 받아줘 내게
돌아올수 없니
uh tell me the reason why
you left me
baby take me back
어서 나를 받아줘
언제나 너를 기다릴께
가슴에 너를 묻어 버리고
기억에서 너를 지웠었는데
다시 흔들리는 나를 어떻게
해야 해
우리 다시는 헤어지지 말자고
우리 사랑 포기하지 말자고
말하고 싶어 너를 내게 돌리고
싶어 나만을 안아줘
우리 다시는 헤어지지 말자고
우리 사랑 포기하지 말자고
말하고 싶어 너를 내게 돌리고
싶어 나만을 안아줘",댄스
제이,어제처럼,"trust the warmth inside
can you feel my love alive
어제처럼 오늘도 아무일
없는듯이
그리고 please don't tell me why
이렇게 돌아서지만
나를 떠나가는 이유를 난
묻진 않을게요
cuz i love you
내게 이런 말하기가 쉽진
않았을거야
생각해봤어 얼마나
어려웠을지 다만 슬픈 내
눈물에 돌아설 수 없어
멈출 사랑으로 안을까봐
난 너무나 두려울 뿐이죠
so baby trust the
warmth inside
can you feel my love alive
어제처럼 오늘도 아무일
없는듯이
그리고 please don't tell
me why
이렇게 돌아서지만
나를 떠나가는 이유를 난 묻진
않을게요
네겐 너무나 부족한 나를
알고 있기에
다짐해 왔어 언젠가
이별이 오면
그땐 떠난 내 마음이
미안하지 않게
좋은 추억으로 간직하게
널 웃으며 보내준다고
so baby faith is all we need
it was love that set us free
처음처럼 이별은 아무런
얘기 없이 하지만
love forever lives
다시는 볼 수 없어도
나의 가슴속엔 언제나 그대
영원하겠죠
언젠가 내 모습 또 다시
처음처럼 그립다면 그냥
돌아오면 돼
don't you know I love you
trust the warmth inside
can you feel my love alive
어제처럼 오늘도 아무일
없는듯이
그리고 please don't
tell me why
이렇게 돌아서지만
나를 떠나가는 이유를 난 묻진
않을게요
so baby faith is all we need
it was love that set us free
처음처럼 이별은 아무런
얘기 없이
하지만 love forever lives
다시는 볼 수 없어도
나의 가슴속엔 언제나 그대
영원하겠죠",발라드
임재범,너를 위해,"어쩜 우린 복잡한 인연에
서로 엉켜있는 사람인가봐
나는 매일 네게 갚지도 못할만큼
많은 빚을 지고 있어
연인처럼 때론 남남처럼
계속 살아가도 괜찮은 걸까
그렇게도 많은 잘못과 잦은 이별에도
항상 거기 있는 너
날 세상에서 제대로 살게해 줄
유일한 사람이 너란걸 알아
나 후회없이 살아가기 위해
너를 붙잡아야 할테지만
내 거친 생각과 불안한 눈빛과
그걸 지켜보는 너
그건 아마도 전쟁같은 사랑
난 위험하니까 사랑하니까
너에게서 떠나줄꺼야

날 세상에서 제대로 살게해 줄
유일한 사람이 너란걸 알아
나 후회없이 살아가기 위해
너를 붙잡아야 할테지만
내 거친 생각과 불안한 눈빛과
그걸 지켜보는 너
그건 아마도 전쟁같은 사랑
난 위험하니까 사랑하니까
너에게서 떠나줄꺼야
너를 위해 떠날꺼야",발라드
김장훈,난 남자다,"넌 모르겠지만 사랑했다
비정한척 했던것 사과한다
남자란 이유로 널 떠나보내며
행복해지기를 바보처럼 기도했었다
흔들리는 날 잡던 두 손 이젠
독한 소주잔만이 날 위로해
두 눈 꼭감고 입맞추던 내 입술엔
해로운 담배 한개피로 널 추억해본다
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
좋은 음식 예쁜 옷 볼때마다
가난한 우리 지난날 떠올라
아무것도 못해준 너의 생일 올때면
해주고 싶어도 이제 너
내 곁에 없구나
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이 세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
너 하나만 행복하다면
미련한 여자였던 너는
지금쯤 어디에 있을까
못견디게 그리워
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이 세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
La La La La La",발라드
신승훈,I Believe,"I believe 그댄 곁에 없지만
이대로 이별은 아니겠죠
I believe 나에게 오는 길은
조금 멀리 돌아올 뿐이겠죠
모두 지나간 그 기억속에서
내가 나를 아프게 하며
눈물을 만들죠
나만큼 울지 않기를 그대만은
눈물 없이 날 편하게 떠나주기를
언젠가 다시 돌아올
그대 라는 걸 알기에 난 믿고 있기에
기다릴께요 난 그대여야만 하죠
I believe 내가 아파할까봐
그대는 울지도 못했겠죠
I believe 흐르는 내 눈물이
그댈 다시 내게 돌려 주겠죠
자꾸 멈추는 내 눈길 속에서
그대 모습들이 떠올라
눈물을 만들죠
나만큼 울지 않기를 그대만은
눈물 없이 날 편하게 떠나주기를
언젠가 다시 돌아올
그대라는 걸 알기에 난 믿고 있기에
기다릴께요 난 그대여야만 하죠
나 그댈 알기 전 이 세상도
이렇게 눈부셨는지
그 하늘 아래서 이젠 눈물로
남겨졌지만
이 자릴 난 지킬께요
그대란 이유만으로 나에게는
기다림 조차 충분히 행복하겠죠
사랑한 이유만으로
또 하루가 지나가고 오는길 잊어도
기다릴께요
난 그대여야만 하죠
난 그대여야만 하죠",발라드
유엔,선물,"그대 두 눈가에 흐르는
눈물을 바라보면 가슴 아파요
행복하게 하지 못해서
세상에 태어나 처음 후회가 돼요
나 부족 하지만 그댄 힘이 들 때
오히려 날 위로 하네요
하얗고 작은 손에 끼워 준 반지
작은 선물 하나도 눈물을 글썽 거리는
그런 널 나는 사랑하니까
너무 모자라니까
그댈 생각하면 눈물이 흘러
너무도 부족한 사랑 그댈 지키고 싶은
내 맘 항상 잊지 말아요
그대 뒷모습을 보면서
이렇게 이기적인 내가 미웠죠
비 내리는 창가에 서서
가득히 너를 안고 말하고 싶어
나 다시 태어나 너를 사랑해도
그 때도 날 만나 주겠니
이 세상 누구보다 소중한 사람
언제나 내 곁에서 환하게 웃을 수 있는
그런 널 나는 사랑하니까
너무 모자라니까
그댈 생각하면 눈물이 흘러
너무도 부족한 사랑 그댈 지키고 싶은
내 맘 항상 잊지 말아요",발라드
서문탁,사미인곡,"만백성에게 고하노니
사랑하며 살지어다
대체 무슨 일을 하관데
사랑하지 않고 살아가오
쉬었다 간들 어떨소냐
난 사랑하며 사는 도다
인생이 이리 짧을진데
어찌 사랑 맘껏 안하리오
Feel me Love me
사람이라면 응당 그래야 하거늘
이렇게 된 세상 어이할꼬
Love for Love for Love
꼭 그리 하오리다
사랑하며 살고 그 안에서
행복을 이룰지니
난 사랑을 하나니
정녕 있는 힘껏 사랑하며
그렇게 살으리오다

그대들에게 이르노니
사랑 속에 살리로다
어찌 혼자 살아 가리오
이제 둘이 함께 가자스라
Feel me Love me
사람이라면 응당 그래야 하거늘
이렇게 된 세상 어이할꼬
Love for Love for Love
꼭 그리 하오리다
사랑하며 살고 그 안에서
행복을 이룰지니
난 사랑을 하나니
정녕 있는 힘껏 사랑하며
그렇게 살으리오다

이제야 얻는 내 사랑을 지켜가게 하소서
오 나의 하늘님이여 Come on Come on
쭉 사랑을 하리라
둘이 함께 가는 길일진데
멀다고 힘들소냐
난 사랑에 미친 자
꿈에서 난 깨지 않으리라
사랑 안에 살리라",락
김동률,다시 사랑한다 말할까,"마치 어제 만난 것처럼
잘있었냔 인사가 무색할 만큼
괜한 우려였는지
서먹한 내가 되려 어색했을까
어제 나의 전활 받고서
밤새 한숨도 못 자 엉망이라며
수줍게 웃는 얼굴
어쩌면 이렇게도 그대로일까
그땐 우리 너무 어렸었다며
지난 얘기들로 웃음짓다가
아직 혼자라는 너의 그 말에
불쑥 나도 몰래 가슴이 시려
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에게 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고
널 사랑하는게
내삶에 전부라
어쩔 수 없다고 말야
그땐 사랑인줄 몰랐었다며
가끔 내 소식을 들을때마다
항상 미안했단 너의 그 말에
불쑥 나도 몰래 눈물이 흘러
다시 사랑한다 말할까
언젠가는 내게 돌아올
운명이었다고
널 잊는다는 게
나에게 제일 힘든 일이라
생각 조차 할 수 없었다고
다시 사랑한다 말할까
좋은 친구처럼
편하게 받아주겠냐고
다시 태어나도
널 사랑하는게
내 삶에 이유란 말야
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에겐 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고
널 사랑하는게
내삶에 전부라",발라드
김윤아,봄날은 간다,"눈을 감으면 문득
그리운 날의 기억
아직까지도 마음이 저려 오는 건
그건 아마 사람도
피고 지는 꽃처럼
아름다와서 슬프기 때문일 거야 아마도
봄날은 가네 무심히도
꽃잎은 지네 바람에
머물 수 없던 아름다운 사람들
가만히 눈 감으면 잡힐 것같은
아련히 마음 아픈 추억같은 것들
봄은 또 오고
꽃은 피고 또 지고 피고
아름다와서 너무나 슬픈 이야기

봄날은 가네 무심히도
꽃잎은 지네 바람에
머물 수 없던 아름다운 사람들
가만히 눈 감으면 잡힐 것같은
아련히 마음 아픈 추억같은 것들
눈을 감으면 문득
그리운 날의 기억
아직까지도 마음이 저려 오는 건
그건 아마 사람도 피고 지는 꽃처럼
아름다와서 슬프기 때문일 거야 아마도",락
장혜진,아름다운 날들,"미안한맘 들곤 했었지
널 다그쳐 원한걸
가졌을때 난
그땐 그게 사랑이라
믿고 싶었지
지금도 난 그런거라
믿고 싶은걸
그렇게 한참이나 지났지
날 감싸주던 니 모습 따뜻했지
가끔은 너 나처럼 그땔
떠올리는지
너에게 보채기만 했던
내 모습을
많이 좋아했던 날 너무
철이 없던 날
아무말도 없이 지켜주던 너
많이 보고 싶겠지 나
살아가는 모든날
매일 나는 너를 찾아가겠지
미안하단 말도 못했지
난 태연히 또 널 보며 웃었었지
그렇게 쉽게 널 떠날수 있을거라
나 조차 알지 못했지 바보처럼
많이 좋아했던 날 너무
철이 없던 날
아무말도 없이 지켜주던 너
많이 보고 싶겠지 나 살아
가는 모든날
매일 나는 너를 찾아가겠지
다른 사람 만나 행복할수 있길
내게서 받은 상처 아물기를
용서할수 있겠니 너를
아프게한 날
그냥 꾸밈없이 말해주겠니
많이 좋아했다고 너 살아가는
동안에
가끔씩은 나를 떠올린다고
많이 좋아했던 날 너무 철이
없던 날
아무말도 없이 지켜주던 널
많이 보고 싶겠지 나 살아가는
모든날
매일 나는 너를 찾아 가겠지
매일 나는 너를 꿈꿔 가겠지",발라드
god,길,"내가 가는 이 길이 어디로 가는지
어디로 날 데려가는지
그곳은 어딘지
알 수 없지만 알 수 없지만
알 수 없지만
오늘도 난 걸어가고 있네
사람들은 길이 다 정해져 있는지
아니면 자기가 자신의 길을
만들어 가는지
알 수 없지만 알 수 없지만
알 수 없지만
이렇게 또 걸어가고 있네
나는 왜 이길에 서 있나
이게 정말 나의 길인가
이 길의 끝에서 내 꿈은 이뤄질까
무엇이 내게 정말 기쁨을 주는지
돈인지 명옌지 아니면
내가 사랑하는 사람들인지
알고 싶지만 알고 싶지만
알고 싶지만
아직도 답을 내릴 수 없네
자신있게 나의 길이라고
말하고 싶고 그렇게 믿고
돌아보지 않고 후회도 하지 않고
걷고 싶지만 걷고 싶지만
걷고 싶지만
아직도 나는 자신이 없네
나는 왜 이 길에 서 있나
이게 정말 나의 길인가
이 길의 끝에서 내 꿈은 이뤄질까
나는 무엇을 꿈꾸는가
그건 누굴 위한 꿈일까
그 꿈을 이루면 난 웃을 수 있을까
오 지금 내가
어디로 어디로 가는 걸까
나는 무엇을 위해
살아야 살아야만 하는가
나는 왜 이 길에 서 있나
이게 정말 나의 길인가
이 길의 끝에서 내 꿈은 이뤄질까
나는 무엇을 꿈꾸는가
그건 누굴 위한 꿈일까
그 꿈을 이루면 난 웃을 수 있을까",발라드
샵,Sweety,"퐁당퐁당 너를 처음보고 난
두근두근 빠져 버렸지
오 달콤달콤 너의 눈을보고 난
어쩔 줄을 몰라 버렸지
웃기지도 않게 불쑥
내게 온 널 잡아 볼까
나 어떡해
어쩜 내 모습이 내가 우스워
널 닮는 모습이 점점 더 우스워
또 스르륵 니가 기다려 다가와 줘
나 도로록 니가 달콤해 사랑
내겐 너무나 사탕같은
어쩔수 없는걸 눈과 코와 입술 그 맛
너를 처음 만난건 네게 행운이었어
지켜지켜 없는 세상
너의 성격 필요해
oh 사탕같은 널 항상 안아주고 싶어
나나나말야 네가 필요하단 말야
문득문득 너의 입술 때문에
조심조심 키스 때문에
오 살랑살랑 너의 손길때문에
어쩔줄을 몰라 버렸어
바라지도 않던 내게 찾아온 널
사랑할까 나 이제
어쩜 네 모습도 내게 묻어나 날
닮은 니 모습 사랑해도 괜찮지
나 사라락 네가 날 감쌀때 짜릿해져
너 도로록 내가 널 안길때 안길때
날 안아버릴 때
난 너에게 안길때 이 시간이
영원히 멈추지 않기를
또 스르륵 니가 기다려 다가와 줘
나 도로록 니가 달콤해 사랑
내겐 너무나 사탕같은
어쩔수 없는건 손과 귀와 입술 그 맛
나 사라락 네가 날 감쌀때 짜릿해져
너 도로록 내가 널 안길때 안길때
날 안아버릴 때
난 너에게 안길때 그렇게 나
너에게 sweety
come on come on come on come on
baby baby baby
너의 집으로 뽀로록 달려가서
안아줄거야 너 사랑할거야
그렇게 널 사랑하는 거 나의 맘
오예 이제 나에게 조금
솔직히 이제는 나에게 좀 더
가까이 내몸이 두근두근 벌렁벌렁
come on come on come on come on
baby baby baby",댄스
